userId,queryId,rating
19548,724,99.0
25200,709,97.0
77576,449,19.0
36457,592,50.0
69431,209,31.0
43508,207,1.0
58529,513,73.0
571,569,4.0
26562,81,3.0
66492,409,76.0
13480,443,49.0
38545,684,53.0
5568,590,74.0
8557,254,78.0
20124,344,44.0
12624,672,16.0
610,659,
68056,707,95.0
67805,842,45.0
56644,902,5.0
40481,194,55.0
36940,17,17.0
20903,295,6.0
6316,511,74.0
65139,842,
43303,899,
58846,376,61.0
15575,366,3.0
70365,799,37.0
7836,606,87.0
78341,964,44.0
47548,71,42.0
11651,618,89.0
32146,393,23.0
5616,531,
55315,514,62.0
12955,745,
33812,587,54.0
23218,117,80.0
20353,34,98.0
76276,554,85.0
72371,447,
54746,787,96.0
55606,795,
29712,597,66.0
51542,408,72.0
13173,555,9.0
22930,462,61.0
56436,177,29.0
76579,879,16.0
75431,71,11.0
28898,800,52.0
38367,196,29.0
30718,448,49.0
15538,188,55.0
48276,186,37.0
10135,719,50.0
56899,28,90.0
3091,634,47.0
7823,925,36.0
70555,993,
79468,961,53.0
8990,325,10.0
37818,844,24.0
78283,181,69.0
29030,506,25.0
61597,76,100.0
12479,111,2.0
55270,261,48.0
4800,421,96.0
19744,537,
38617,862,42.0
62406,519,11.0
49737,279,
26596,246,29.0
48025,802,22.0
46342,830,82.0
74690,871,
58868,408,35.0
34601,53,
45991,392,48.0
8614,159,
77889,31,
47353,575,
61643,673,33.0
14201,804,
24237,901,68.0
22019,201,
74890,417,72.0
5063,52,50.0
36423,207,84.0
63989,685,67.0
5757,60,83.0
4120,735,3.0
3359,602,16.0
40751,214,33.0
32424,940,77.0
34536,704,17.0
72568,726,
44854,419,
10762,763,17.0
54844,355,22.0
22432,198,
62270,978,86.0
33214,176,
30489,610,82.0
55783,545,58.0
57454,26,60.0
65698,451,
74717,996,98.0
64527,390,75.0
70486,145,41.0
34485,275,81.0
26329,209,
6653,191,67.0
57606,867,
17488,822,
32319,510,29.0
36761,187,13.0
4240,840,81.0
47514,266,45.0
77570,380,80.0
11963,687,66.0
67336,845,72.0
29436,391,
12048,379,76.0
37740,348,50.0
18126,623,66.0
53488,717,55.0
11743,123,56.0
55527,871,
33205,709,61.0
18869,1,2.0
50865,545,6.0
7926,869,94.0
9025,897,90.0
13526,88,10.0
56271,309,20.0
61593,273,56.0
46507,805,80.0
17539,148,26.0
14449,115,61.0
25844,558,89.0
47413,721,
29495,633,40.0
3803,292,73.0
60997,966,50.0
42473,588,
64729,192,79.0
76947,391,
76165,288,
8599,944,65.0
25519,489,5.0
20766,554,6.0
77856,471,
15946,576,79.0
49707,135,14.0
57128,607,14.0
65796,826,45.0
18367,753,91.0
45339,444,
39984,432,1.0
59695,844,79.0
42493,560,4.0
71934,745,54.0
55216,599,
40538,530,
30657,914,56.0
17784,38,87.0
78305,280,6.0
44760,799,83.0
20307,230,89.0
57777,592,3.0
1287,723,21.0
65471,262,90.0
51214,763,
68530,724,
63536,382,75.0
31450,317,6.0
53040,776,41.0
52910,31,25.0
39443,786,55.0
32135,165,47.0
20210,299,20.0
15218,420,73.0
40533,233,71.0
51981,45,38.0
43915,970,
34005,692,
52609,546,
52233,298,
35257,218,98.0
61371,74,
26684,544,32.0
63079,929,85.0
5768,462,27.0
79085,548,100.0
5519,81,80.0
4285,53,
38870,975,45.0
21079,938,42.0
6149,889,28.0
20104,394,73.0
51733,654,25.0
46729,113,42.0
38147,237,7.0
78376,287,59.0
56059,321,80.0
3151,977,1.0
58195,370,88.0
67096,759,53.0
35090,615,20.0
1938,228,42.0
7129,58,64.0
44354,213,63.0
47862,487,95.0
46794,851,
9510,22,
68963,979,45.0
8982,450,27.0
30336,126,59.0
6457,811,64.0
36433,341,20.0
5456,491,
61647,431,
71036,31,
23646,901,3.0
28195,171,93.0
7822,542,15.0
34384,922,78.0
23997,519,16.0
66566,183,76.0
36873,472,55.0
2615,86,
65153,145,100.0
28837,887,23.0
70652,112,63.0
68529,809,11.0
53853,511,59.0
76141,255,43.0
5642,275,4.0
39225,469,70.0
54599,171,34.0
73160,96,1.0
45504,544,75.0
72126,127,56.0
39497,121,51.0
56770,353,88.0
10161,121,72.0
47017,459,24.0
20433,213,
25694,423,79.0
40024,109,52.0
32828,751,
50417,568,14.0
26363,597,62.0
50769,237,39.0
62023,288,54.0
40173,965,43.0
68981,450,
37424,11,40.0
68091,403,43.0
14114,934,35.0
15224,999,2.0
68749,136,94.0
3951,126,11.0
77655,765,20.0
44857,851,87.0
38244,734,79.0
20098,645,
22399,727,
50691,689,
66284,114,63.0
69890,30,85.0
74166,174,6.0
41337,91,92.0
53910,408,68.0
35903,602,
2725,974,
59290,107,64.0
52030,560,5.0
15709,935,47.0
58653,406,34.0
40462,754,40.0
40011,518,71.0
47788,216,58.0
72788,34,31.0
10506,205,33.0
34854,448,
64181,960,78.0
37080,124,48.0
21540,395,67.0
22171,226,
5000,358,56.0
9484,827,48.0
63661,380,33.0
71967,553,86.0
9375,176,75.0
6991,32,26.0
48074,747,9.0
10691,58,71.0
9734,12,
43948,886,
2725,807,85.0
21488,992,95.0
18122,298,66.0
6573,429,84.0
17224,614,97.0
54188,305,43.0
55474,415,83.0
12893,871,62.0
40337,945,60.0
75362,99,
24189,511,63.0
68677,385,
50726,441,23.0
57641,737,76.0
57672,535,82.0
4612,367,67.0
75662,567,8.0
60356,876,37.0
75416,253,89.0
51937,491,64.0
50250,239,15.0
61166,513,91.0
53281,635,45.0
56705,997,31.0
50396,986,99.0
45598,958,
33107,154,41.0
4978,282,
350,375,
6028,374,
67522,2,87.0
30112,976,
70755,154,91.0
4900,567,66.0
5782,463,37.0
78208,281,67.0
17173,506,65.0
71375,408,19.0
44468,909,
35627,792,30.0
78949,262,48.0
54375,488,17.0
52187,399,22.0
19963,17,35.0
47833,439,83.0
22222,953,
50622,219,
62587,866,67.0
60710,357,
27374,840,65.0
63881,982,24.0
65359,64,20.0
11427,438,96.0
77882,288,
47971,919,87.0
56355,189,35.0
78040,766,19.0
41194,563,91.0
7045,239,67.0
1972,613,35.0
5815,457,97.0
69937,655,99.0
33441,273,
27088,377,93.0
65234,897,86.0
65927,930,
66984,52,
77455,596,24.0
19121,642,96.0
7851,113,2.0
33166,716,73.0
6683,532,88.0
29894,442,20.0
18600,373,82.0
3245,156,62.0
69209,92,45.0
4490,681,46.0
47706,155,70.0
1106,394,79.0
49261,74,
50846,382,23.0
13746,200,63.0
3121,440,80.0
35198,929,21.0
11419,703,97.0
71440,13,88.0
22564,761,
10794,190,
9283,51,30.0
76174,545,90.0
29539,848,75.0
23383,431,46.0
78405,451,19.0
49751,171,26.0
1176,608,39.0
50649,107,6.0
8032,794,
47305,577,
19829,223,82.0
38871,228,
67665,837,83.0
7705,547,30.0
18436,188,35.0
14737,591,32.0
66623,799,12.0
33587,187,27.0
70332,21,100.0
33659,556,55.0
30800,964,21.0
6382,595,
66851,666,5.0
23731,53,
14980,33,17.0
28460,793,32.0
3456,367,81.0
61170,370,
179,104,26.0
30337,27,48.0
69167,732,67.0
49687,593,
78433,412,83.0
74682,724,77.0
69536,930,50.0
47778,788,38.0
56753,289,14.0
55064,910,
29232,501,70.0
8417,399,35.0
1886,903,
73782,281,12.0
77685,620,
45567,712,70.0
29368,961,95.0
67514,111,
5413,131,45.0
59314,93,59.0
62565,35,85.0
59477,779,29.0
24097,667,
73207,303,59.0
66773,532,87.0
25413,804,96.0
8847,308,98.0
62015,143,46.0
39828,276,97.0
22660,160,63.0
32216,17,44.0
24143,313,41.0
34414,981,95.0
19972,465,33.0
21599,843,45.0
63529,482,
6210,743,40.0
71750,280,
22759,449,40.0
73033,178,79.0
72594,596,56.0
14050,465,71.0
21505,199,69.0
21796,193,20.0
44732,165,73.0
36726,990,97.0
76930,758,96.0
29550,528,51.0
40735,340,75.0
17324,129,79.0
11193,928,
36102,648,70.0
32530,249,69.0
47725,501,56.0
69412,881,86.0
61478,92,96.0
517,275,52.0
68132,491,
42821,120,
77234,952,77.0
26547,595,4.0
17254,766,19.0
2862,517,90.0
50601,765,
63492,341,16.0
38963,931,68.0
26764,48,
39627,206,89.0
55392,313,16.0
20744,548,39.0
21464,136,
52624,331,62.0
51949,897,60.0
72394,988,81.0
32853,715,13.0
6936,934,15.0
29994,492,69.0
61058,57,81.0
50783,590,73.0
3610,738,51.0
36583,413,
57142,971,56.0
455,508,51.0
11444,451,83.0
64325,53,11.0
34514,74,70.0
53587,840,44.0
76634,310,10.0
26703,265,
23035,150,4.0
61300,496,93.0
4087,803,26.0
44190,587,51.0
27759,141,6.0
43299,995,71.0
67991,605,22.0
75524,71,28.0
61467,182,74.0
75103,331,
22807,675,50.0
11786,320,
48128,973,28.0
68815,575,15.0
45549,161,35.0
35862,126,43.0
66696,961,
68644,655,81.0
70903,782,69.0
34558,748,16.0
37202,132,84.0
48892,847,24.0
25115,364,25.0
45459,949,
72285,183,53.0
25944,73,3.0
14477,886,66.0
37694,184,46.0
48362,970,27.0
65730,645,60.0
15138,920,4.0
64447,155,21.0
14937,267,47.0
38357,83,56.0
9376,856,57.0
22440,648,
7036,111,50.0
76259,983,6.0
11773,22,66.0
26436,906,60.0
8701,514,
18565,221,
10112,521,
75127,163,79.0
21851,806,
69406,751,
27036,70,2.0
11010,512,10.0
25569,51,17.0
53877,909,76.0
66918,773,39.0
2524,805,
70248,73,85.0
34756,186,91.0
70043,702,96.0
53275,559,75.0
40751,868,64.0
8769,669,11.0
21895,959,
19000,996,22.0
36401,828,89.0
55873,459,73.0
74122,480,35.0
62693,452,94.0
4984,630,81.0
48561,672,30.0
38299,307,18.0
9403,401,91.0
69896,172,70.0
19095,885,6.0
38768,624,
47371,946,92.0
9981,923,30.0
46516,615,
2718,966,64.0
11913,162,50.0
48726,867,66.0
16975,392,51.0
1457,545,
34740,846,90.0
4467,53,17.0
10821,538,97.0
26876,638,34.0
3453,842,66.0
16450,480,92.0
45828,408,40.0
20930,543,15.0
18202,757,58.0
33012,479,72.0
66783,664,36.0
34782,876,100.0
46449,603,24.0
74213,853,61.0
79859,240,
53784,252,43.0
49238,926,90.0
16542,693,66.0
78606,649,48.0
76006,665,
49596,273,64.0
12825,810,38.0
18610,336,8.0
34339,34,35.0
13282,291,56.0
67069,53,74.0
8718,568,10.0
12060,159,76.0
4689,963,68.0
1355,59,58.0
43914,934,35.0
47585,798,56.0
71588,514,57.0
68321,688,35.0
4630,939,97.0
55541,649,15.0
78427,34,71.0
50290,380,8.0
55105,412,85.0
58156,276,4.0
72986,652,
65206,476,
15164,523,80.0
25900,989,47.0
54722,993,
52230,717,
22750,876,71.0
68686,991,35.0
43856,710,88.0
52163,556,
4348,387,95.0
53939,657,81.0
68835,354,
33408,359,50.0
78084,5,58.0
64239,998,
22586,455,
15639,387,77.0
2099,834,55.0
28417,141,29.0
48936,565,34.0
78404,383,
55723,577,9.0
10649,629,34.0
67886,246,57.0
54809,718,24.0
49452,310,13.0
45888,1,93.0
35013,738,26.0
11790,368,23.0
52356,547,33.0
37658,953,42.0
9745,617,
46908,512,47.0
16123,613,54.0
17341,935,36.0
28212,290,21.0
47766,823,54.0
55398,4,
1250,453,
59951,610,33.0
37580,369,87.0
2945,652,87.0
37019,353,24.0
45754,653,96.0
19877,44,63.0
55028,223,14.0
9648,285,
1439,964,13.0
7036,232,55.0
42523,224,34.0
22514,11,32.0
35413,570,31.0
60439,720,76.0
17243,664,57.0
43975,365,78.0
25754,430,
33582,312,11.0
29506,883,
51896,171,48.0
13580,377,27.0
52328,210,
3635,157,
23231,534,14.0
75733,865,25.0
57721,85,68.0
17378,541,23.0
77587,908,15.0
58475,815,11.0
62987,2,20.0
58365,3,62.0
40514,56,
51480,387,83.0
7461,963,93.0
43035,421,56.0
72395,657,
52654,591,65.0
21743,48,48.0
36152,263,9.0
33202,120,10.0
66583,370,
7906,95,
53324,191,37.0
25813,882,1.0
75225,151,
10018,558,63.0
12016,370,25.0
10965,353,54.0
60513,568,64.0
68192,401,29.0
68082,268,
25702,984,
61716,413,43.0
3497,585,59.0
32711,74,53.0
61927,972,21.0
49892,18,51.0
14232,627,56.0
67027,310,90.0
23300,671,
13398,469,54.0
2806,35,21.0
72281,93,45.0
70603,778,31.0
33567,773,41.0
60237,18,12.0
44258,11,14.0
26386,616,
63496,564,
51569,726,46.0
58800,893,66.0
7701,38,39.0
73356,310,1.0
15458,293,39.0
42081,841,41.0
37982,590,15.0
20891,952,12.0
75928,94,3.0
47020,251,77.0
61391,532,10.0
32956,940,
14369,716,42.0
34376,955,33.0
51653,119,41.0
39416,266,95.0
54474,460,52.0
12683,539,
55355,394,64.0
3459,675,74.0
28562,800,29.0
27219,809,74.0
5311,968,
18493,150,52.0
69304,264,62.0
53993,859,92.0
17370,398,28.0
65407,303,71.0
12097,681,4.0
54056,608,52.0
58302,224,90.0
14399,789,92.0
66906,115,
55249,424,77.0
56173,230,66.0
11346,225,17.0
44202,236,88.0
36530,263,76.0
62742,449,88.0
77063,738,43.0
15350,282,4.0
52585,485,
45157,365,91.0
33521,731,84.0
5908,288,19.0
42091,119,94.0
52853,76,77.0
68450,81,63.0
62919,369,29.0
66880,41,48.0
62746,309,80.0
24757,402,
44391,509,65.0
24767,934,84.0
16408,736,93.0
39351,540,
50744,579,49.0
33231,183,28.0
1250,61,42.0
70193,12,
75150,76,79.0
35094,539,87.0
38520,724,38.0
16481,641,60.0
25337,509,26.0
617,638,95.0
31909,109,82.0
37231,478,81.0
50992,91,
33347,154,17.0
77338,607,42.0
34054,404,15.0
10030,283,3.0
73140,728,79.0
77494,3,65.0
7872,811,12.0
61534,35,26.0
62653,998,16.0
71501,754,
78336,770,98.0
21076,987,76.0
77203,670,89.0
11227,121,76.0
3796,934,17.0
20492,187,52.0
34961,588,26.0
11667,80,22.0
52968,681,50.0
48641,185,14.0
46989,85,68.0
72836,148,34.0
67337,304,
50121,972,93.0
40080,320,92.0
5811,87,65.0
41583,638,22.0
65250,340,
32241,323,80.0
19593,300,21.0
47855,573,48.0
32944,817,96.0
48406,45,64.0
16745,347,41.0
55521,611,73.0
46553,200,46.0
23035,762,39.0
12137,570,33.0
35123,78,34.0
41788,93,95.0
78616,27,97.0
3093,852,80.0
33001,348,16.0
54169,366,93.0
19407,175,31.0
67750,287,45.0
72530,130,
70482,961,27.0
45807,487,42.0
50983,747,
9662,176,51.0
39641,721,30.0
44726,651,9.0
62920,816,77.0
59371,674,
50063,99,7.0
4765,402,68.0
36056,146,20.0
30403,742,69.0
20997,191,100.0
45510,524,57.0
1525,416,69.0
29505,227,32.0
66527,791,
9556,544,93.0
2875,334,
3423,319,78.0
72425,261,
30084,864,78.0
5615,571,33.0
31811,796,60.0
53574,986,9.0
49961,523,78.0
55792,658,
51595,821,9.0
42840,581,
61999,179,
41221,234,
51791,735,39.0
75783,539,36.0
50129,68,62.0
15086,248,75.0
22841,692,38.0
54131,478,22.0
40333,539,
3436,853,
66597,734,91.0
33276,981,95.0
25178,599,
60066,231,46.0
13478,726,16.0
63952,777,99.0
29910,399,
2102,691,54.0
60879,270,
68239,277,60.0
32797,828,75.0
10251,601,13.0
79029,576,
66758,29,24.0
3037,278,58.0
50929,909,56.0
18742,14,54.0
34089,2,65.0
3968,13,
23101,130,38.0
43330,743,
76341,641,54.0
30611,476,62.0
12880,536,86.0
48280,403,1.0
18659,99,98.0
15350,805,70.0
46534,547,57.0
20882,932,21.0
39263,530,41.0
77042,177,
51290,286,1.0
34995,521,97.0
57390,381,
39515,394,58.0
37540,828,61.0
59219,573,
11557,763,70.0
20593,575,35.0
32306,569,
25249,643,26.0
71352,977,83.0
25608,449,49.0
70861,437,
27779,341,
31711,915,74.0
40976,873,45.0
18222,875,5.0
70276,407,13.0
5472,71,4.0
34118,61,31.0
49248,404,48.0
25316,678,90.0
13327,996,66.0
56839,756,5.0
58492,269,
40163,303,79.0
53359,554,36.0
57392,523,
11574,957,11.0
11028,571,
68199,789,50.0
64561,768,
21356,211,
76528,48,70.0
13842,548,90.0
57388,473,36.0
70768,37,28.0
7496,332,49.0
65329,368,30.0
31126,69,40.0
41496,291,11.0
13192,985,52.0
58489,24,14.0
18715,209,69.0
47753,453,70.0
896,827,19.0
2087,73,
3030,379,58.0
19794,851,11.0
31852,132,78.0
30852,46,50.0
35545,212,56.0
50649,139,13.0
33316,277,6.0
38681,907,54.0
66463,201,80.0
3852,838,42.0
57704,943,93.0
27846,94,19.0
66973,544,45.0
16384,137,97.0
21802,903,57.0
13497,406,47.0
1234,570,94.0
71715,459,95.0
44639,578,93.0
4876,680,11.0
52798,419,
20786,437,49.0
48763,378,56.0
2698,122,20.0
13167,263,82.0
66845,984,79.0
39259,833,
48538,504,53.0
58688,967,76.0
50738,930,9.0
25107,692,62.0
57856,742,72.0
79422,635,21.0
35786,613,63.0
56404,330,36.0
4017,330,
76903,413,84.0
56102,344,53.0
5868,900,52.0
30330,638,44.0
24539,146,27.0
3797,439,90.0
63223,50,94.0
18875,776,84.0
40776,896,
50807,567,79.0
61400,919,16.0
78208,122,52.0
13707,337,30.0
13092,367,67.0
24344,383,96.0
53989,106,
16255,710,46.0
9307,108,92.0
37551,2,64.0
715,709,47.0
5468,671,56.0
23046,964,43.0
18338,373,25.0
48119,845,
64921,596,69.0
49388,167,41.0
70651,24,96.0
59272,679,51.0
43331,312,95.0
37470,247,80.0
47167,377,27.0
47604,826,80.0
35860,582,6.0
54734,327,63.0
50869,535,
12933,698,40.0
11710,325,95.0
51066,100,33.0
19628,883,51.0
28855,133,
68343,381,61.0
25078,951,55.0
73200,448,23.0
43788,258,
74403,320,21.0
5661,811,16.0
51807,596,94.0
44774,5,5.0
71172,56,94.0
30383,235,12.0
2302,537,83.0
57114,183,31.0
3854,697,
25341,654,64.0
67730,256,80.0
17278,320,56.0
78364,751,32.0
484,414,86.0
79341,740,64.0
38042,344,93.0
75390,100,26.0
33713,380,
77664,108,95.0
43630,603,27.0
78424,556,38.0
53620,552,47.0
9011,441,17.0
13083,270,39.0
72924,800,7.0
4054,815,100.0
6438,268,
22583,342,63.0
45348,384,2.0
41582,975,49.0
24675,337,41.0
79699,109,83.0
72754,999,63.0
39237,942,73.0
35092,805,18.0
4042,722,21.0
78004,441,4.0
48537,970,79.0
29116,577,63.0
5511,189,
61923,463,48.0
76146,331,4.0
22168,327,69.0
74880,786,61.0
7795,821,74.0
53859,607,64.0
78932,798,2.0
57827,939,
69892,319,91.0
10958,463,
61018,529,
61120,421,29.0
20287,930,9.0
20141,538,35.0
47941,416,56.0
38680,93,85.0
5916,787,
50533,673,90.0
66668,891,48.0
10939,228,42.0
29923,581,10.0
26637,7,63.0
45896,883,
53949,923,29.0
27195,8,94.0
11758,904,98.0
21335,301,20.0
61530,796,12.0
34510,513,62.0
71215,257,56.0
29444,122,91.0
15885,928,33.0
9854,208,
32836,965,
2806,342,43.0
19866,910,47.0
27667,299,
43449,9,11.0
45370,939,31.0
72168,526,80.0
69788,666,14.0
1745,188,40.0
37031,880,4.0
23305,82,
531,961,
12948,48,30.0
78445,247,31.0
47496,982,45.0
75443,960,43.0
33401,464,
51466,414,64.0
13217,212,13.0
171,190,85.0
10190,625,26.0
15541,224,96.0
49275,418,14.0
78356,724,
27261,730,29.0
23254,959,
16721,183,89.0
45524,385,87.0
18270,196,61.0
31498,944,68.0
62720,498,46.0
60477,36,37.0
77289,260,68.0
15834,277,69.0
31817,939,26.0
58351,186,6.0
48237,940,93.0
61237,448,54.0
79996,428,
67475,766,
8417,632,
1625,23,
78962,925,
46610,455,
12894,845,81.0
53923,541,88.0
39668,616,10.0
59308,413,
10935,217,
45887,148,93.0
49104,776,6.0
60691,198,3.0
39518,305,
42749,532,74.0
73042,491,89.0
26263,884,27.0
67365,771,11.0
4536,328,4.0
50188,579,59.0
52133,247,
60024,578,87.0
7640,824,
66565,656,92.0
3171,186,89.0
785,764,74.0
10659,931,19.0
76433,94,17.0
60855,732,90.0
46313,571,52.0
32674,365,
71398,106,16.0
54716,206,42.0
50499,377,30.0
41866,66,61.0
39035,868,95.0
39580,119,27.0
35912,30,29.0
56137,839,
55021,54,48.0
3852,963,26.0
17711,459,53.0
42935,164,
24117,930,13.0
78373,597,37.0
77253,736,61.0
12745,7,29.0
75994,606,7.0
72023,911,46.0
51525,694,
19519,629,89.0
24056,471,85.0
10019,289,84.0
8873,608,
75068,253,80.0
43487,334,98.0
75668,953,52.0
61071,632,67.0
60734,722,80.0
11376,795,75.0
41863,254,
17130,282,
39670,320,98.0
77332,315,3.0
43458,612,1.0
60752,75,
19279,928,3.0
3597,317,58.0
37861,203,80.0
22166,254,80.0
78526,877,60.0
78674,464,52.0
48344,157,51.0
68676,253,
9072,799,
78701,923,
44739,306,66.0
78129,242,63.0
54162,818,76.0
67040,846,100.0
51666,311,
29263,658,
59695,862,24.0
